District,State,Students,ELL_Percent,IEP_Percent,Pupil_Teacher_Ratio,Exp_Rev_Ratio,Strike
FAIRVIEW PUBLIC SCHOOL DISTRICT,New Jersey,1411,0.14,0.2,16.22,0.991,0
FLEMINGTON-RARITAN REGIONAL SCHOOL DISTRICT,New Jersey,3090,0.03,0.18,9.75,0.995,0
FLORENCE TOWNSHIP SCHOOL DISTRICT,New Jersey,1633,0.02,0.16,13.26,0.946,0
FORT LEE SCHOOL DISTRICT,New Jersey,3864,0.1,0.14,13.13,1.203,0
FOUNDATION ACADEMY CHARTER SCHOOL,New Jersey,1003,0.03,0.11,12.38,0.888,0
FRANKLIN LAKES  SCHOOL DISTRICT,New Jersey,1136,0.01,0.21,7.63,0.953,0
FRANKLIN TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,7392,0.07,0.18,10.96,0.894,0
FREEHOLD BOROUGH SCHOOL DISTRICT,New Jersey,1710,0.22,0.2,13.56,0.947,0
FREEHOLD REGIONAL HIGH SCHOOL DISTRICT,New Jersey,11126,0.01,0.17,14.7,0.988,0
FREEHOLD TOWNSHIP SCHOOL DISTRICT,New Jersey,3801,0.01,0.16,11.46,0.984,0
GALLOWAY TOWNSHIP PUBLIC SCHOOLS,New Jersey,3322,0.03,0.22,11,0.952,0
GARFIELD PUBLIC SCHOOL DISTRICT,New Jersey,5021,0.05,0.17,10.72,0.999,0
GLASSBORO SCHOOL DISTRICT,New Jersey,2140,0.05,0.16,13.04,0.917,0
GLEN RIDGE PUBLIC SCHOOL DISTRICT,New Jersey,1920,0,0.14,13.46,0.975,0
GLEN ROCK PUBLIC SCHOOL DISTRICT,New Jersey,2495,0.01,0.22,11.47,0.994,0
GLOUCESTER CITY PUBLIC SCHOOL DISTRICT,New Jersey,2171,0.01,0.23,11.77,1.001,0
GLOUCESTER TOWNSHIP SCHOOL DISTRICT,New Jersey,6460,0.02,0.19,12.22,0.977,0
GREAT OAKS LEGACY CHARTER SCHOOL,New Jersey,1332,0.02,0.12,20.18,0.959,0
GREATER EGG HARBOR REGIONAL HIGH SCHOOL DISTRICT,New Jersey,3277,0.01,0.2,11.56,1.05,0
GUTTENBERG SCHOOL DISTRICT,New Jersey,1028,0.16,0.1,14.08,0.875,0
HACKENSACK SCHOOL DISTRICT,New Jersey,5779,0.08,0.2,14.33,0.975,0
HACKETTSTOWN PUBLIC SCHOOL DISTRICT,New Jersey,1960,0.06,0.17,12.26,0.973,0
HADDON HEIGHTS SCHOOL DISTRICT,New Jersey,1361,0,0.2,11.4,0.974,0
HADDON TOWNSHIP SCHOOL DISTRICT,New Jersey,2075,0.01,0.21,12.64,0.953,0
HADDONFIELD SCHOOL DISTRICT,New Jersey,2706,0,0.22,13.49,0.958,0
HALEDON PUBLIC SCHOOL DISTRICT,New Jersey,1058,0.06,0.14,10.92,1.096,0
HAMILTON TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,11783,0.02,0.2,12.28,0.908,0
HAMILTON TOWNSHIP SCHOOL DISTRICT,New Jersey,3292,0.02,0.17,13.23,0.953,0
HAMMONTON SCHOOL DISTRICT,New Jersey,3640,0.05,0.17,14.36,0.978,0
HANOVER PARK REGIONAL HIGH SCHOOL DISTRICT,New Jersey,1573,0.01,0.18,11.72,0.944,0
HANOVER TOWNSHIP SCHOOL DISTRICT,New Jersey,1457,0.03,0.17,11.02,0.999,0
HARRISON PUBLIC SCHOOLS,New Jersey,2487,0.11,0.15,15.07,1.026,0
HARRISON TOWNSHIP SCHOOL DISTRICT,New Jersey,1430,0.01,0.14,13.06,0.969,0
HASBROUCK HEIGHTS SCHOOL DISTRICT,New Jersey,1888,0.02,0.17,13.39,0.952,0
HAWTHORNE PUBLIC SCHOOL DISTRICT,New Jersey,2413,0.02,0.2,12.36,0.958,0
HAZLET TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,2989,0.01,0.19,11.63,1.01,0
HIGHLAND PARK BORO SCHOOL DISTRICT,New Jersey,1667,0.08,0.16,11.62,0.973,0
HILLSBOROUGH TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,7329,0.02,0.18,11.46,0.975,0
HILLSDALE SCHOOL DISTRICT,New Jersey,1199,0.02,0.23,10.29,0.968,0
HILLSIDE BOARD OF EDUCATION,New Jersey,3144,0.05,0.14,12.08,0.994,0
HOBOKEN PUBLIC SCHOOL DISTRICT,New Jersey,2609,0.01,0.15,13.58,0.952,0
HOLMDEL TOWNSHIP SCHOOL DISTRICT,New Jersey,3016,0.02,0.18,11.64,0.955,0
HOPATCONG BOROUGH SCHOOL DISTRICT,New Jersey,1594,0.01,0.26,10.76,0.922,0
HOPEWELL VALLEY REGIONAL SCHOOL DISTRICT,New Jersey,3665,0.01,0.16,10.48,0.944,0
HOWELL TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,5918,0.02,0.21,11.67,1.027,0
HUDSON COUNTY SCHOOLS OF TECHNOLOGY SCHOOL DISTRICT,New Jersey,2191,0.01,0.08,10.56,1.013,0
HUNTERDON CENTRAL REGIONAL HIGH SCHOOL DISTRICT,New Jersey,3056,0.02,0.17,12.77,0.947,0
IRVINGTON PUBLIC SCHOOLS DISTRICT,New Jersey,7651,0.11,0.11,14.5,0.989,0
JACKSON TOWNSHIP SCHOOL DISTRICT,New Jersey,8608,0.02,0.17,12.71,0.967,0
JEFFERSON TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,3143,0,0.2,11.29,0.992,0
JERSEY CITY SCHOOL DISTRICT,New Jersey,29659,0.09,0.14,11.98,0.978,1
KEANSBURG SCHOOL DISTRICT,New Jersey,1589,0.02,0.22,8.28,1.002,0
KEARNY,New Jersey,5731,0.07,0.17,13.21,1.021,0
KENILWORTH SCHOOL DISTRICT,New Jersey,1439,0.04,0.19,11.58,0.965,0
KEYPORT SCHOOL DISTRICT,New Jersey,1060,0.06,0.16,10.24,1.014,0
KINGSWAY REGIONAL SCHOOL DISTRICT,New Jersey,2727,0,0.17,14.9,0.96,0
KINNELON SCHOOL DISTRICT,New Jersey,1967,0,0.15,11.39,0.978,0
KITTATINNY REGIONAL SCHOOL DISTRICT,New Jersey,1035,0,0.16,10.73,0.969,0
LACEY TOWNSHIP SCHOOL DISTRICT,New Jersey,4084,0.01,0.24,11.96,0.969,0
LAKEWOOD TOWNSHIP SCHOOL DISTRICT,New Jersey,6302,0.23,0.59,13.75,1.027,0
LAWRENCE TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,3969,0.03,0.21,11.98,0.92,0
LEAP ACADEMY UNIVERSITY CHARTER SCHOOL,New Jersey,1556,0.03,0.08,13.47,0.927,0
LENAPE REGIONAL HIGH SCHOOL DISTRICT,New Jersey,6886,0,0.16,11.91,0.954,0
LEONIA PUBLIC SCHOOL DISTRICT,New Jersey,1834,0.02,0.14,11.01,1,0
LINDEN PUBLIC SCHOOL DISTRICT,New Jersey,6198,0.05,0.16,11.91,0.987,0
LINDENWOLD PUBLIC SCHOOL DISTRICT,New Jersey,2802,0.16,0.15,12.25,0.987,0
LITTLE EGG HARBOR TOWNSHIP SCHOOL DISTRICT,New Jersey,1570,0,0.18,10.54,0.981,0
LIVINGSTON BOARD OF EDUCATION SCHOOL DISTRICT,New Jersey,5998,0.01,0.17,12.58,1.049,0
LODI SCHOOL DISTRICT,New Jersey,3350,0.06,0.15,14.44,0.993,0
LONG BRANCH PUBLIC SCHOOL DISTRICT,New Jersey,5798,0.11,0.14,11.93,0.999,0
LOWER CAPE MAY REGIONAL SCHOOL DISTRICT,New Jersey,1393,0,0.27,11,0.848,0
LOWER TOWNSHIP ELEMENTARY SCHOOL DISTRICT,New Jersey,1732,0.02,0.2,12.52,0.984,0
LUMBERTON TOWNSHIP BOARD OF EDUCATION,New Jersey,1361,0.01,0.23,12.57,0.958,0
LYNDHURST SCHOOL DISTRICT,New Jersey,2495,0.02,0.17,13.06,0.98,0
MADISON PUBLIC SCHOOL DISTRICT,New Jersey,2637,0.02,0.19,12.65,0.943,0
MAHWAH TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,3001,0.02,0.17,11.46,0.976,0
MAINLAND REGIONAL HIGH SCHOOL DISTRICT,New Jersey,1319,0.01,0.17,11.99,0.936,0
MANALAPAN-ENGLISHTOWN REGIONAL SCHOOLS SCHOOL DISTRICT,New Jersey,5015,0.01,0.15,12.18,0.972,0
MANASQUAN SCHOOL DISTRICT,New Jersey,1615,0.02,0.2,11.9,0.977,0
MANCHESTER TOWNSHIP SCHOOL DISTRICT,New Jersey,2977,0.01,0.2,10.56,0.909,0
MANTUA TOWNSHIP SCHOOL DISTRICT,New Jersey,1264,0,0.22,10.54,0.969,0
MANVILLE BOARD OF EDUCATION,New Jersey,1441,0.06,0.22,13.4,0.994,0
MAPLE SHADE SCHOOL DISTRICT,New Jersey,2181,0.04,0.25,11.9,0.961,0
MARION P. THOMAS CHARTER SCHOOL,New Jersey,1338,0.01,0.12,13.45,0.906,0
MARLBORO TOWNSHIP SCHOOL DISTRICT,New Jersey,4909,0.02,0.18,10.92,0.999,0
MASTERY SCHOOLS OF CAMDEN INC.,NEW JERSEY,1693,0.12,0.2,13.44,1.019,0
MATAWAN-ABERDEEN REGIONAL SCHOOL DISTRICT,New Jersey,3788,0.02,0.17,11.79,0.977,0
MEDFORD TOWNSHIP SCHOOL DISTRICT,New Jersey,2770,0.01,0.2,12.44,0.962,0
METUCHEN PUBLIC SCHOOL DISTRICT,New Jersey,2261,0.01,0.19,13.03,0.954,0
MIDDLE TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,2684,0.02,0.24,12.99,0.95,0
MIDDLESEX BOROUGH SCHOOL DISTRICT,New Jersey,2099,0.05,0.17,11.97,0.873,0
MIDDLESEX COUNTY VOCATIONAL AND TECHNICAL SCHOOL DISTRICT,New Jersey,1977,0.01,0.22,10.69,0.867,0
MIDDLETOWN TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,9724,0.01,0.2,12.38,1.078,0
MILLBURN TOWNSHIP SCHOOL DISTRICT,New Jersey,4926,0.02,0.15,12.36,0.961,0
MILLSTONE TOWNSHIP SCHOOL DISTRICT,New Jersey,1140,0,0.15,10.61,0.956,0
MILLVILLE  SCHOOL DISTRICT,New Jersey,5652,0.01,0.23,12.87,1.01,0
MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT,New Jersey,1651,0.01,0,7.56,1.036,0
MONMOUTH REGIONAL HIGH SCHOOL DISTRICT,New Jersey,1034,0.02,0.26,10.77,1.048,0
MONROE TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,6122,0.01,0.21,13.94,0.968,0
MONROE TOWNSHIP SCHOOL DISTRICT,New Jersey,6641,0.01,0.16,13.33,0.968,0
MONTCLAIR PUBLIC SCHOOLS,New Jersey,6741,0.01,0.19,11.41,1.033,0
MONTGOMERY TOWNSHIP SCHOOL DISTRICT,New Jersey,4809,0.02,0.14,12.08,0.954,0
MONTVALE BOARD OF EDUCATION SCHOOL DISTRICT,New Jersey,1010,0.02,0.13,12.17,0.98,0
MONTVILLE TOWNSHIP SCHOOL DISTRICT,New Jersey,3747,0.02,0.2,9.74,0.972,0
MOORESTOWN TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,3902,0.01,0.19,11.46,0.802,0
MORRIS HILLS REGIONAL SCHOOL DISTRICT,New Jersey,2892,0.01,0.19,11.44,0.964,0
MORRIS SCHOOL DISTRICT,New Jersey,5320,0.1,0.16,12.15,0.963,0
MOUNT HOLLY TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,1047,0.01,0.23,11.51,1.077,0
MOUNT LAUREL TOWNSHIP SCHOOL DISTRICT,New Jersey,4221,0.02,0.16,12.29,0.938,0
MOUNT OLIVE TOWNSHIP SCHOOL DISTRICT,New Jersey,4592,0.03,0.16,12.82,0.945,0
MOUNTAIN LAKES PUBLIC SCHOOL DISTRICT,New Jersey,1447,0.01,0.16,9.29,0.989,0
NEPTUNE TOWNSHIP SCHOOL DISTRICT,New Jersey,4338,0.03,0.2,12.08,0.964,0
NEW BRUNSWICK SCHOOL DISTRICT,New Jersey,10389,0.14,0.15,13.64,1.032,0
NEW MILFORD PUBLIC SCHOOL DISTRICT,New Jersey,2006,0.03,0.22,12.55,1.013,0
NEW PROVIDENCE BOARD OF EDUCATION,New Jersey,2420,0.02,0.13,13.45,0.987,0
NEWARK PUBLIC SCHOOL DISTRICT,New Jersey,40514,0.1,0.14,14.92,1.013,0
NEWTON PUBLIC SCHOOL DISTRICT,New Jersey,1561,0.03,0.18,10.91,0.988,0
NORTH ARLINGTON SCHOOL DISTRICT,New Jersey,1822,0.05,0.14,13.86,0.912,0
NORTH BERGEN SCHOOL DISTRICT,New Jersey,7796,0.1,0.16,13.56,1.005,0
NORTH BRUNSWICK TOWNSHIP SCHOOL DISTRICT,New Jersey,6115,0.04,0.13,12.53,0.958,0
NORTH HANOVER TOWNSHIP SCHOOL DISTRICT,New Jersey,1201,0.01,0.14,10.88,0.934,0
NORTH PLAINFIELD SCHOOL DISTRICT,New Jersey,3383,0.1,0.19,11.3,0.999,0
NORTH STAR ACADEMY CHARTER SCHOOL,New Jersey,4495,0.01,0.07,16.31,0.97,0
NORTHERN BURLINGTON COUNTY REGIONAL SCHOOL DISTRICT,New Jersey,2134,0,0.18,13.42,0.894,0
NORTHERN VALLEY REGIONAL HIGH SCHOOL DISTRICT,New Jersey,2284,0.01,0.17,9.49,0.964,0
NUTLEY PUBLIC SCHOOL DISTRICT,New Jersey,4116,0.02,0.18,12.68,0.984,0
OAKLAND PUBLIC SCHOOL DISTRICT,New Jersey,1452,0.01,0.2,10.77,0.968,0
OCEAN CITY SCHOOL DISTRICT,New Jersey,2158,0.02,0.12,11.83,0.977,0
OLD BRIDGE TOWNSHIP SCHOOL DISTRICT,New Jersey,8899,0.03,0.18,12.57,0.98,0
ORANGE BOARD OF EDUCATION SCHOOL DISTRICT,New Jersey,5752,0.09,0.14,12.33,1.016,0
PARAMUS PUBLIC SCHOOL DISTRICT,New Jersey,3837,0.03,0.2,11.69,0.937,0
PARK RIDGE SCHOOL DISTRICT,New Jersey,1250,0.03,0.23,10.83,0.98,0
PARSIPPANY-TROY HILLS TOWNSHIP SCHOOL DISTRICT,New Jersey,7098,0.06,0.16,11.27,1.032,0
PASCACK VALLEY REGIONAL HIGH SCHOOL DISTRICT,New Jersey,2043,0,0.21,12.16,0.997,0
PASSAIC CITY SCHOOL DISTRICT,New Jersey,15052,0.23,0.18,14.33,0.976,0
PASSAIC VALLEY REGIONAL HIGH SCHOOL DISTRICT #1,New Jersey,1304,0.01,0.17,12.42,0.976,0
PASSSAIC COUNTY VOCATIONAL SCHOOL DISTRICT,New Jersey,3457,0,0.13,11.54,1.104,0
PATERSON CHARTER SCHOOL FOR SCIENCE AND TECHNOLOGY,New Jersey,1068,0.02,0.09,11.04,1.101,0
PATERSON PUBLIC SCHOOL DISTRICT,New Jersey,28899,0.14,0.13,13.74,1.041,0
PAULSBORO SCHOOL DISTRICT,New Jersey,1192,0.01,0.26,10.92,0.967,0
PEMBERTON TOWNSHIP SCHOOL DISTRICT,New Jersey,5039,0.01,0.17,11.2,0.949,0
PENNS GROVE-CARNEYS POINT REGIONAL SCHOOL DISTRICT,New Jersey,2117,0.06,0.2,11.39,0.756,0
PENNSAUKEN TOWNSHIP BOARD OF EDUCATION SCHOOL DISTRICT,New Jersey,4983,0.03,0.21,12.46,0.95,0
PENNSVILLE PUBLIC SCHOOL DISTRICT,New Jersey,1740,0.01,0.21,10.52,0.999,0
PEQUANNOCK TOWNSHIP SCHOOL DISTRICT,New Jersey,2155,0,0.16,12.03,1.05,0
PERTH AMBOY PUBLIC SCHOOL DISTRICT,New Jersey,11157,0.18,0.1,12.97,0.954,0
PHILLIPSBURG SCHOOL DISTRICT,New Jersey,3918,0.03,0.18,12.24,0.939,0
PINE HILL SCHOOL DISTRICT,New Jersey,1926,0.01,0.21,10.94,0.943,0
PINELANDS REGIONAL SCHOOL DISTRICT,New Jersey,1619,0.01,0.23,10.47,0.96,0
PISCATAWAY TOWNSHIP SCHOOL DISTRICT,New Jersey,7317,0.05,0.13,13.08,0.952,0
PITMAN BORO SCHOOL DISTRICT,New Jersey,1371,0,0.19,9.44,0.955,0
PLAINFIELD PUBLIC SCHOOLS,New Jersey,9470,0.28,0.15,15.9,0.967,0
PLEASANTVILLE PUBLIC SCHOOL DISTRICT,New Jersey,3763,0.13,0.16,10.71,0.975,0
PLUMSTED TOWNSHIP SCHOOL DISTRICT,New Jersey,1419,0.01,0.17,9.96,0.959,0
POINT PLEASANT BOROUGH SCHOOL DISTRICT,New Jersey,2781,0.02,0.17,11.81,1.144,0
POMPTON LAKES SCHOOL DISTRICT,New Jersey,1689,0.03,0.21,11.7,0.955,0
PRINCETON PUBLIC SCHOOLS,New Jersey,3736,0.04,0.18,10.98,0.972,0
RAHWAY PUBLIC SCHOOL DISTRICT,New Jersey,3914,0.08,0.18,12.38,0.971,0
RAMAPO INDIAN HILLS REGIONAL HIGH SCHOOL DISTRICT,New Jersey,2312,0,0.16,10.93,0.885,0
RAMSEY SCHOOL DISTRICT,New Jersey,2811,0.02,0.13,11.03,0.965,0
RANCOCAS VALLEY REGIONAL HIGH SCHOOL DISTRICT,New Jersey,2167,0,0.19,14.94,1.05,0
RANDOLPH TOWNSHIP SCHOOL DISTRICT,New Jersey,4737,0.02,0.18,11.75,0.948,0
READINGTON TOWNSHIP SCHOOL DISTRICT,New Jersey,1613,0.01,0.2,9.69,0.983,0
RED BANK BOROUGH PUBLIC SCHOOL DISTRICT,New Jersey,1440,0.29,0.16,14.26,0.971,0
RED BANK REGIONAL SCHOOL DISTRICT,New Jersey,1288,0.03,0.13,11.56,0.953,0
RIDGEFIELD PARK SCHOOL DISTRICT,New Jersey,2379,0.04,0.14,13.58,0.984,0
RIDGEFIELD SCHOOL DISTRICT,New Jersey,1455,0.05,0.17,9.09,0.926,0
RIDGEWOOD PUBLIC SCHOOL DISTRICT,New Jersey,5741,0.02,0.14,13.58,0.989,0
RINGWOOD SCHOOL DISTRICT,New Jersey,1226,0.01,0.2,11.79,0.936,0
RIVER DELL REGIONAL SCHOOL DISTRICT,New Jersey,1627,0.01,0.21,11.89,0.939,0
RIVER EDGE SCHOOL DISTRICT,New Jersey,1181,0.07,0.25,13.21,0.958,0
RIVER VALE PUBLIC SCHOOL DISTRICT,New Jersey,1177,0.01,0.14,12.49,0.952,0
RIVERSIDE TOWNSHIP SCHOOL DISTRICT,New Jersey,1440,0.09,0.16,12.41,0.96,0
ROBBINSVILLE PUBLIC SCHOOLS,New Jersey,3091,0.01,0.13,12.77,1.158,0
ROCKAWAY TOWNSHIP SCHOOL DISTRICT,New Jersey,2400,0.01,0.21,10.28,0.96,0
ROSELLE PARK BOARD OF EDUCATION,New Jersey,2041,0.06,0.16,11.55,0.993,0
ROSELLE PUBLIC SCHOOLS,New Jersey,3034,0.09,0.14,16.4,0.988,0
ROXBURY TOWNSHIP SCHOOL DISTRICT,New Jersey,3613,0.02,0.17,11.15,1.043,0
RUTHERFORD SCHOOL DISTRICT,New Jersey,2623,0.02,0.14,12.72,0.988,0
SADDLE BROOK SCHOOL DISTRICT,New Jersey,1732,0.02,0.25,12.12,0.989,0
SALEM CITY SCHOOL DISTRICT,New Jersey,1194,0.01,0.18,9.87,0.986,0
SAYREVILLE SCHOOL DISTRICT,New Jersey,6156,0.02,0.19,12.98,0.994,0
SCOTCH PLAINS-FANWOOD SCHOOL DISTRICT,New Jersey,5582,0.01,0.16,12.37,0.936,0
SECAUCUS BOARD OF EDUCATION,New Jersey,2139,0.02,0.14,11.95,1.018,0
SOMERSET HILLS REGIONAL SCHOOL DISTRICT,New Jersey,2019,0.04,0.19,12.39,0.952,0
SOMERVILLE PUBLIC SCHOOL DISTRICT,New Jersey,2430,0.03,0.2,12.3,0.947,0
SOUTH AMBOY SCHOOL DISTRICT,New Jersey,1092,0.02,0.23,13.24,1.256,0
SOUTH BRUNSWICK SCHOOL DISTRICT,New Jersey,8733,0.02,0.12,14.03,1.017,0
SOUTH ORANGE-MAPLEWOOD SCHOOL DISTRICT,New Jersey,7136,0.01,0.15,13.29,1.001,0
SOUTH PLAINFIELD SCHOOL DISTRICT,New Jersey,3434,0.01,0.16,11.49,1.024,0
SOUTH RIVER PUBLIC SCHOOL DISTRICT,New Jersey,2216,0.09,0.17,12.42,0.866,0
SOUTHERN REGIONAL SCHOOL DISTRICT,New Jersey,2921,0.01,0.23,13.13,0.924,0
SPARTA TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,3265,0.01,0.19,12.09,0.982,0
SPOTSWOOD PUBLIC SCHOOL DISTRICT,New Jersey,1765,0.01,0.16,12.8,0.949,0
SPRINGFIELD PUBLIC SCHOOL DISTRICT,New Jersey,2257,0.01,0.16,13.42,0.924,0
STAFFORD TOWNSHIP SCHOOL DISTRICT,New Jersey,2164,0.01,0.22,12.12,0.935,0
SUMMIT PUBLIC SCHOOL DISTRICT,New Jersey,4090,0.04,0.13,11.6,1.044,0
SUSSEX-WANTAGE REGIONAL SCHOOL DISTRICT,New Jersey,1077,0,0.26,9.45,0.961,0
SWEDESBORO-WOOLWICH SCHOOL DISTRICT,New Jersey,1685,0.02,0.2,11.88,0.95,0
TEAM ACADEMY CHARTER SCHOOL,New Jersey,3694,0,0.13,13.53,0.969,0
TEANECK SCHOOL DISTRICT,New Jersey,3673,0.03,0.28,10.43,1.01,0
TENAFLY PUBLIC SCHOOL DISTRICT,New Jersey,3676,0.05,0.19,12.26,0.951,0
THE SCHOOL DISTRICT OF THE CHATHAMS,New Jersey,4240,0.01,0.18,12.8,1.015,0
TINTON FALLS SCHOOL DISTRICT,New Jersey,1540,0.02,0.18,10.58,0.916,0
TOMS RIVER REGIONAL SCHOOL DISTRICT,New Jersey,15878,0.01,0.17,13.34,0.956,0
TOTOWA PUBLIC SCHOOL DISTRICT,New Jersey,1055,0.01,0.15,15.05,1.002,0
TOWNSHIP OF FRANKLIN SCHOOL DISTRICT,New Jersey,1464,0.01,0.19,12.7,1.009,0
TOWNSHIP OF OCEAN SCHOOL DISTRICT,New Jersey,3621,0.04,0.24,9.92,0.985,0
TOWNSHIP OF UNION SCHOOL DISTRICT,New Jersey,7343,0.03,0.16,11.59,0.991,0
TRENTON PUBLIC SCHOOL DISTRICT,New Jersey,13637,0.16,0.16,14.78,1.051,0
UNION CITY SCHOOL DISTRICT,New Jersey,13949,0.2,0.1,17.24,0.976,0
UPPER FREEHOLD REGIONAL SCHOOL DISTRICT,New Jersey,2310,0.01,0.19,11.92,0.96,0
UPPER SADDLE RIVER SCHOOL DISTRICT,New Jersey,1214,0.01,0.18,10.6,0.948,0
UPPER TOWNSHIP SCHOOL DISTRICT,New Jersey,1412,0,0.16,11.54,0.934,0
VERNON TOWNSHIP SCHOOL DISTRICT,New Jersey,3187,0,0.19,10.89,0.987,0
VERONA PUBLIC SCHOOL DISTRICT,New Jersey,2218,0.01,0.17,13.01,0.967,0
VINELAND PUBLIC SCHOOL DISTRICT,New Jersey,10840,0.08,0.18,14.02,1.022,0
VOORHEES TOWNSHIP SCHOOL DISTRICT,New Jersey,2947,0.01,0.18,13.17,0.941,0
WALDWICK SCHOOL DISTRICT,New Jersey,1598,0.02,0.16,10.72,0.966,0
WALL TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,3536,0.01,0.19,9.39,0.987,0
WALLINGTON BORO SCHOOL DISTRICT,New Jersey,1331,0.07,0.16,14.2,1.085,0
WARREN HILLS REGIONAL SCHOOL DISTRICT,New Jersey,1897,0.01,0.16,12.56,0.998,0
WARREN TOWNSHIP SCHOOL DISTRICT,New Jersey,1777,0.02,0.16,8.56,1.004,0
WASHINGTON TOWNSHIP SCHOOL DISTRICT,New Jersey,2103,0.02,0.22,10.37,1.013,0
WASHINGTON TOWNSHIP SCHOOL DISTRICT,New Jersey,7436,0.01,0.19,11.19,0.96,0
WATCHUNG HILLS REGIONAL HIGH SCHOOL DISTRICT,New Jersey,2107,0.01,0.17,12.66,1.024,0
WAYNE TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,8055,0.02,0.17,12.24,1.007,0
WEEHAWKEN PUBLIC SCHOOL DISTRICT,New Jersey,1404,0.06,0.13,12.21,0.973,0
WEST DEPTFORD TOWNSHIP SCHOOL DISTRICT,New Jersey,2985,0,0.25,13.57,0.749,0
WEST ESSEX REGIONAL SCHOOL DISTRICT,New Jersey,1725,0,0.18,11.53,0.977,0
WEST MILFORD TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,3442,0,0.21,11.15,0.987,0
WEST MORRIS REGIONAL HIGH SCHOOL DISTRICT,New Jersey,2635,0,0.19,13.4,0.967,0
WEST NEW YORK BOARD OF EDUCATION,New Jersey,8664,0.12,0.13,14.49,1.035,0
WEST ORANGE PUBLIC SCHOOLS,New Jersey,6728,0.03,0.2,10.55,0.987,0
WEST WINDSOR-PLAINSBORO REGIONAL SCHOOL DISTRICT,New Jersey,9787,0.03,0.11,13.04,0.964,0
WESTFIELD PUBLIC SCHOOL DISTRICT,New Jersey,6406,0.01,0.19,12.94,0.972,0
WESTWOOD REGIONAL SCHOOL DISTRICT,New Jersey,2825,0.02,0.15,11.6,0.951,0
WILLINGBORO PUBLIC SCHOOL DISTRICT,New Jersey,3703,0.01,0.16,19.34,1.047,0
WINSLOW TOWNSHIP SCHOOL DISTRICT,New Jersey,5052,0.01,0.19,11.13,0.886,0
WOODBRIDGE TOWNSHIP SCHOOL DISTRICT,New Jersey,13957,0.05,0.12,12.67,0.988,0
WOODBURY CITY PUBLIC SCHOOL DISTRICT,New Jersey,1551,0.02,0.19,11.68,1.005,0
WOODLAND PARK SCHOOL DISTRICT,New Jersey,1118,0.04,0.15,12.27,0.981,0
WOOD-RIDGE SCHOOL DISTRICT,New Jersey,1297,0.01,0.21,14.02,0.864,0
WOODSTOWN-PILESGROVE REGIONAL SCHOOL DISTRICT,New Jersey,1482,0.01,0.19,11.43,0.792,0
WYCKOFF TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,2085,0.01,0.18,11.38,0.959,0
ADA,Oklahoma,2637,0.04,0.17,14.18,0.988,1
ALTUS,Oklahoma,3475,0.06,0.14,16.7,0.963,1
ALVA,Oklahoma,1013,0.04,0.14,11.83,0.773,1
ANADARKO,Oklahoma,1786,0.03,0.11,16.43,0.929,1
ANTLERS,Oklahoma,1025,0,0.2,15.21,1.016,1
ARDMORE,Oklahoma,2965,0.07,0.15,17.03,0.855,1
BARTLESVILLE,Oklahoma,6050,0.04,0.11,16.93,1.118,1
BEGGS,Oklahoma,1094,0.02,0.19,16.6,1.008,1
BERRYHILL,Oklahoma,1226,0,0.11,18.3,0.93,1
BETHANY,Oklahoma,1713,0.05,0.17,18.68,1.009,1
BETHEL,Oklahoma,1347,0,0.18,17.16,1.053,1
BIXBY,Oklahoma,6204,0.03,0.14,19.35,1.007,1
BLACKWELL,Oklahoma,1306,0.03,0.21,16.38,0.973,1
BLANCHARD,Oklahoma,2016,0.01,0.14,18.85,1.007,1
BRIDGE CREEK,Oklahoma,1554,0.02,0.13,18.22,0.976,1
BRISTOW,Oklahoma,1790,0,0.19,17.88,1.092,1
BROKEN ARROW,Oklahoma,19059,0.03,0.13,18.22,1.089,1
BROKEN BOW,Oklahoma,1703,0.08,0.16,14.71,0.967,1
BYNG,Oklahoma,1828,0.01,0.2,15.67,0.987,1
CACHE,Oklahoma,1950,0.01,0.18,17.58,1.32,1
CATOOSA,Oklahoma,2083,0.07,0.2,15.75,1.02,1
CHECOTAH,Oklahoma,1509,0,0.18,15.01,0.962,1
